exp_order,v1_0(m/s),v1_1(m/s),v2_0(m/s),v2_1(m/s),p1(kg m/s),p2(kg m/s),E1(J),E2(J),deltp(kg m/s),deltE(J),deltp/p1,deltE/E1,e
1,0.8910,0.1552,-0.4227,0.1552,
2,0.9135,0.1187,-0.4943,0.1187,
3,0.9600,0.1298,-0.5410,0.1298,
4,0.7502,0.0887,-0.4088,0.0887,
5,0.9820,0.2214,-0.4044,0.2214,
